employee_id,age,gender,education_level,department,job_title,location,years_experience,years_at_company,performance_score,num_projects,training_hours,certifications,team_size,salary
EMP0764,35,Female,Bachelor's,Operations,Mid-Level,San Francisco,17,6,3.6,12,22.0,1.0,34,116144.62
EMP0765,50,Male,Bachelor's,Engineering,Senior,Boston,2,0,3.0,5,99.0,0.0,38,99642.59
EMP0766,40,Female,PhD,Finance,Director,Remote,11,1,3.0,14,105.0,0.0,3,231801.09
EMP0767,48,Female,Bachelor's,Operations,Manager,Remote,0,1,3.8,16,31.0,0.0,20,81121.15
EMP0768,30,Male,Bachelor's,Data Science,Junior,San Francisco,6,2,2.3,11,61.0,4.0,19,92375.8
EMP0769,58,Male,Bachelor's,Sales,Lead,Remote,9,7,2.9,12,44.0,7.0,13,117413.69
EMP0770,58,Male,Master's,Data Science,Mid-Level,San Francisco,4,1,5.0,19,67.0,6.0,17,169287.2
EMP0771,49,Male,High School,Engineering,Junior,New York,0,0,4.5,17,29.0,3.0,14,64081.16
EMP0772,45,Male,Bachelor's,Data Science,Mid-Level,Remote,7,1,1.9,7,114.0,7.0,30,97200.13
EMP0773,49,Female,Master's,Engineering,Mid-Level,Seattle,15,0,2.8,9,105.0,1.0,22,151935.05
EMP0774,57,Male,Bachelor's,Marketing,Lead,New York,7,3,3.2,14,38.0,5.0,43,137183.03
EMP0775,39,Female,Bachelor's,Data Science,Mid-Level,Chicago,10,0,2.2,12,4.0,0.0,48,103590.29
EMP0776,46,Male,Bachelor's,Engineering,Manager,San Francisco,13,1,4.6,15,66.0,3.0,43,251186.85
EMP0777,56,Non-binary,High School,Engineering,Junior,Boston,20,2,3.2,12,21.0,3.0,29,89732.9
EMP0778,25,Male,Bachelor's,Operations,Mid-Level,Chicago,2,0,3.1,13,27.0,6.0,2,64370.54
EMP0779,35,Female,Bachelor's,Operations,Mid-Level,Remote,3,2,3.5,9,21.0,3.0,8,56719.45
EMP0780,60,Male,Bachelor's,HR,Mid-Level,New York,6,0,3.5,7,85.0,1.0,14,81370.57
EMP0781,47,Male,High School,Operations,Junior,San Francisco,11,8,2.6,1,97.0,3.0,34,67814.38
EMP0782,29,Female,Master's,Finance,Junior,Austin,0,1,4.1,10,28.0,5.0,13,74115.64
EMP0783,45,Male,PhD,Sales,Senior,Austin,11,7,3.3,6,42.0,0.0,10,158486.78
EMP0784,37,Female,Master's,Sales,Mid-Level,San Francisco,8,1,4.1,15,41.0,5.0,8,129924.02
EMP0785,41,Female,Master's,Engineering,Mid-Level,Boston,5,4,2.8,15,59.0,0.0,7,120475.2
EMP0786,36,Male,Bachelor's,Data Science,Mid-Level,Remote,10,0,1.9,9,118.0,,13,92821.06
EMP0787,28,Male,PhD,HR,Manager,Remote,10,3,4.2,13,76.0,4.0,26,171278.95
EMP0788,38,Female,Bachelor's,Marketing,Manager,Boston,13,1,3.7,1,70.0,3.0,32,159158.53
EMP0789,43,Male,PhD,Marketing,Senior,Remote,8,2,4.0,9,73.0,5.0,19,119455.03
EMP0790,43,Female,PhD,Product,Mid-Level,Austin,9,3,4.1,3,91.0,4.0,15,139639.81
EMP0791,33,Female,Master's,Engineering,Junior,Remote,9,2,3.2,9,67.0,4.0,2,87014.52
EMP0792,39,Male,PhD,HR,Director,San Francisco,14,2,2.9,15,58.0,4.0,37,234545.26
EMP0793,36,Male,Bachelor's,Finance,Junior,Chicago,9,0,3.1,7,95.0,4.0,19,80247.24
EMP0794,58,Female,Bachelor's,HR,Mid-Level,San Francisco,11,0,3.6,4,85.0,4.0,33,100440.82
EMP0795,37,Male,Bachelor's,Engineering,Mid-Level,Chicago,12,2,3.4,17,83.0,0.0,39,118121.09
EMP0796,26,Male,Bachelor's,Data Science,Mid-Level,San Francisco,8,0,1.9,4,111.0,1.0,33,126272.36
EMP0797,23,Male,High School,Product,Junior,Remote,5,0,3.1,19,83.0,3.0,1,58170.13
EMP0798,49,Male,Master's,Finance,Lead,San Francisco,16,0,4.2,5,5.0,3.0,39,233494.99
EMP0799,48,Male,PhD,Operations,Junior,New York,20,0,3.2,16,72.0,0.0,28,124661.37
EMP0800,52,Male,Bachelor's,Product,Senior,Austin,5,2,4.8,3,27.0,,17,127091.34
EMP0801,57,Female,Master's,Operations,Junior,New York,6,2,2.5,11,76.0,0.0,6,79365.93
EMP0802,22,Male,PhD,Engineering,Junior,New York,4,5,3.4,15,30.0,6.0,44,127328.77
EMP0803,50,Male,PhD,HR,Manager,San Francisco,11,1,2.5,19,38.0,7.0,20,186010.23
EMP0804,22,Non-binary,PhD,HR,Junior,Chicago,0,1,2.6,14,49.0,4.0,47,48844.4
EMP0805,29,Female,Bachelor's,Marketing,Manager,Chicago,5,3,2.6,16,77.0,1.0,13,105838.58
EMP0806,37,Female,PhD,Operations,Senior,Boston,6,7,4.7,6,85.0,3.0,12,150799.1
EMP0807,49,Male,Master's,Product,Junior,Boston,6,5,3.0,5,36.0,5.0,30,94923.83
EMP0808,43,Female,Bachelor's,Product,Director,Chicago,6,3,,17,117.0,2.0,21,152886.29
EMP0809,39,Male,Bachelor's,Marketing,Mid-Level,San Francisco,5,1,3.2,16,108.0,0.0,2,93479.42
EMP0810,43,Male,Master's,Engineering,Manager,San Francisco,11,0,3.0,2,87.0,2.0,18,247618.63
EMP0811,33,Male,Bachelor's,Product,Junior,Boston,10,0,3.8,11,71.0,3.0,28,92651.35
EMP0812,40,Male,Master's,Data Science,Manager,New York,16,9,1.8,4,14.0,0.0,4,242465.91
EMP0813,46,Female,Master's,Engineering,Junior,New York,11,9,2.5,6,50.0,3.0,42,114780.69
EMP0814,26,Male,Bachelor's,Product,Senior,Boston,2,3,3.8,7,104.0,0.0,43,109048.72
EMP0815,55,Female,Bachelor's,Data Science,Lead,Chicago,7,6,2.9,17,69.0,5.0,6,146557.3
EMP0816,60,Female,Master's,Finance,Manager,New York,6,7,2.7,8,22.0,3.0,38,200138.31
EMP0817,31,Female,Bachelor's,HR,Manager,San Francisco,9,2,2.6,1,24.0,,9,151709.74
EMP0818,28,Male,High School,Marketing,Lead,Remote,10,2,,15,94.0,2.0,20,101738.49
EMP0819,58,Female,High School,Engineering,Manager,Remote,8,1,3.7,12,45.0,1.0,45,124966.37
EMP0820,36,Male,Bachelor's,Sales,Junior,Seattle,8,1,3.9,15,92.0,5.0,30,86721.16
EMP0821,45,Male,PhD,Data Science,Mid-Level,Austin,8,0,,15,22.0,6.0,37,147039.65
EMP0822,47,Non-binary,Bachelor's,Engineering,Mid-Level,Austin,12,1,2.3,9,9.0,5.0,38,114840.13
EMP0823,47,Male,Master's,Sales,Mid-Level,Remote,5,3,4.0,16,72.0,0.0,4,87446.38
EMP0824,47,Male,Bachelor's,Marketing,Mid-Level,Remote,0,1,3.3,2,112.0,2.0,38,53078.1
EMP0825,31,Female,Bachelor's,Finance,Senior,San Francisco,11,6,2.8,15,76.0,3.0,13,145160.94
EMP0826,38,Male,Master's,Data Science,Junior,Boston,9,1,3.1,15,31.0,2.0,35,103883.94
EMP0827,35,Female,Master's,Sales,Senior,San Francisco,14,0,2.3,7,112.0,5.0,30,176092.42
EMP0828,23,Male,High School,Sales,Junior,San Francisco,0,1,2.8,13,50.0,0.0,42,48539.89
EMP0829,34,Male,Bachelor's,Operations,Mid-Level,Seattle,7,3,3.3,17,108.0,7.0,4,95216.63
EMP0830,48,Male,High School,Marketing,Senior,Chicago,8,0,3.4,11,40.0,2.0,25,80361.8
EMP0831,30,Male,Bachelor's,Engineering,Lead,Remote,0,1,3.1,10,64.0,6.0,31,99301.0
EMP0832,28,Male,Master's,Marketing,Lead,New York,7,1,3.1,1,64.0,3.0,47,141677.2
EMP0833,31,Female,Bachelor's,Engineering,Senior,Austin,13,8,3.7,14,100.0,,12,142769.28
EMP0834,30,Male,Bachelor's,Engineering,Junior,Remote,12,2,3.1,5,39.0,5.0,15,82018.66
EMP0835,43,Female,Bachelor's,Finance,Senior,Remote,12,0,2.9,8,17.0,1.0,26,114565.07
EMP0836,44,Male,PhD,Marketing,Junior,New York,6,2,2.7,1,35.0,1.0,10,86100.75
EMP0837,28,Male,PhD,Data Science,Mid-Level,Chicago,10,5,2.0,7,30.0,5.0,12,141360.27
EMP0838,30,Female,High School,Sales,Mid-Level,Seattle,12,3,3.7,2,53.0,7.0,22,94892.2
EMP0839,48,Female,Master's,HR,Junior,New York,5,5,4.2,7,62.0,4.0,40,84778.24
EMP0840,45,Male,Bachelor's,HR,Mid-Level,Remote,5,0,2.6,7,0.0,0.0,21,50438.03
EMP0841,50,Female,Bachelor's,Engineering,Director,Remote,7,6,2.3,9,110.0,2.0,35,159712.42
EMP0842,38,Female,Master's,Operations,Director,New York,2,3,2.8,4,51.0,2.0,7,146763.96
EMP0843,41,Male,PhD,Engineering,Mid-Level,New York,6,3,3.4,7,99.0,4.0,18,171237.69
EMP0844,28,Female,PhD,Product,Junior,New York,10,1,2.8,18,56.0,6.0,27,133808.95
EMP0845,61,Male,Bachelor's,Engineering,Junior,Remote,13,6,2.8,13,8.0,4.0,35,82392.34
EMP0846,28,Female,Bachelor's,Marketing,Mid-Level,San Francisco,6,3,3.1,11,85.0,3.0,47,102415.02
EMP0847,49,Female,Master's,Engineering,Director,Chicago,14,5,3.3,9,119.0,3.0,2,223866.17
EMP0848,40,Female,Bachelor's,Product,Junior,Chicago,11,1,3.5,14,91.0,1.0,32,76885.38
EMP0849,41,Male,Bachelor's,Finance,Lead,Austin,11,0,3.0,8,89.0,0.0,15,146690.63
EMP0850,60,Male,Bachelor's,HR,Junior,New York,3,1,,14,115.0,7.0,45,64316.12
EMP0851,61,Female,Master's,Engineering,Director,San Francisco,17,1,1.9,17,73.0,0.0,24,283962.14
EMP0852,28,Male,Bachelor's,Operations,Mid-Level,Remote,10,2,3.9,14,55.0,,20,81992.63
EMP0853,27,Male,Bachelor's,Engineering,Lead,Remote,6,2,3.4,5,46.0,4.0,10,115361.92
EMP0854,46,Female,PhD,Data Science,Mid-Level,Boston,5,2,4.3,10,2.0,1.0,24,142860.17
EMP0855,34,Male,Bachelor's,Engineering,Senior,New York,6,5,3.6,6,1.0,1.0,24,143728.67
EMP0856,60,Male,Bachelor's,Engineering,Junior,San Francisco,2,0,,10,53.0,3.0,24,86049.37
EMP0857,61,Male,Bachelor's,Engineering,Junior,Seattle,12,1,2.2,11,36.0,2.0,40,92557.99
EMP0858,43,Male,High School,Finance,Manager,San Francisco,3,4,2.1,6,55.0,6.0,48,125505.64
EMP0859,38,Female,High School,Finance,Manager,Remote,9,2,3.9,10,30.0,0.0,48,130337.01
EMP0860,43,Female,Bachelor's,Engineering,Manager,Seattle,5,2,3.6,14,96.0,6.0,34,166344.87
EMP0861,55,Male,Master's,Data Science,Senior,New York,11,1,4.2,3,95.0,1.0,41,227477.44
EMP0862,29,Female,Bachelor's,Marketing,Lead,Remote,11,2,3.9,7,106.0,3.0,40,124409.36
EMP0863,39,Female,PhD,Finance,Junior,Remote,4,0,2.9,2,11.0,3.0,11,73312.65
EMP0864,45,Female,Bachelor's,Marketing,Mid-Level,New York,7,2,1.6,7,57.0,3.0,26,82285.83
EMP0865,23,Male,Bachelor's,Marketing,Mid-Level,Austin,0,1,3.6,17,66.0,6.0,1,68744.85
EMP0866,23,Female,Bachelor's,Finance,Senior,San Francisco,5,2,2.5,13,118.0,2.0,30,136935.35
EMP0867,48,Male,Bachelor's,Engineering,Mid-Level,Chicago,13,0,3.1,9,111.0,1.0,43,105490.63
EMP0868,35,Female,Master's,Engineering,Junior,New York,1,2,3.5,13,25.0,4.0,18,84701.2
EMP0869,60,Female,Bachelor's,Data Science,Senior,Austin,3,1,2.8,15,77.0,4.0,26,103247.51
EMP0870,33,Male,Bachelor's,Product,Lead,Remote,7,0,2.6,13,11.0,3.0,47,113150.85
EMP0871,53,Female,Master's,Marketing,Mid-Level,Austin,8,5,3.0,17,115.0,3.0,9,94897.12
EMP0872,49,Male,PhD,Sales,Junior,New York,4,0,1.8,8,89.0,2.0,9,85792.58
EMP0873,49,Female,Master's,HR,Junior,Seattle,2,3,2.5,9,15.0,3.0,1,60452.85
EMP0874,46,Male,Bachelor's,Marketing,Mid-Level,San Francisco,9,1,2.5,9,52.0,5.0,7,99256.18
EMP0875,25,Female,Master's,Engineering,Mid-Level,Remote,7,4,3.0,8,71.0,,44,111343.9
EMP0876,47,Male,Bachelor's,Engineering,Senior,Chicago,8,2,2.5,16,48.0,7.0,42,110353.75
EMP0877,57,Male,Bachelor's,Operations,Senior,San Francisco,6,0,2.8,7,48.0,7.0,16,101909.96
EMP0878,24,Male,Bachelor's,Operations,Senior,San Francisco,6,3,2.9,17,91.0,3.0,38,108968.15
EMP0879,22,Male,Bachelor's,Engineering,Mid-Level,Boston,2,3,4.7,7,6.0,7.0,11,95068.49
EMP0880,38,Male,Bachelor's,Engineering,Manager,San Francisco,4,4,3.7,6,14.0,3.0,25,177302.14
EMP0881,28,Female,Bachelor's,Engineering,Mid-Level,Boston,10,2,3.1,5,104.0,1.0,29,128337.74
EMP0882,26,Male,Master's,Operations,Senior,San Francisco,0,1,3.5,17,35.0,0.0,19,95668.79
EMP0883,40,Male,Bachelor's,Engineering,Lead,San Francisco,8,0,3.8,8,71.0,5.0,18,198860.79
EMP0884,60,Male,High School,Engineering,Junior,Chicago,8,0,3.4,1,73.0,5.0,47,68492.12
EMP0885,55,Female,High School,Data Science,Junior,Remote,8,0,2.5,16,14.0,7.0,29,60634.56
EMP0886,56,Female,PhD,Engineering,Manager,Remote,11,3,3.1,17,118.0,4.0,16,215727.61
EMP0887,37,Female,Bachelor's,Operations,Mid-Level,San Francisco,8,5,2.5,3,61.0,3.0,46,97679.44
EMP0888,61,Female,Bachelor's,Engineering,Senior,San Francisco,5,3,3.0,13,17.0,1.0,40,136934.84
EMP0889,60,Male,Master's,Engineering,Junior,New York,4,5,3.1,8,45.0,4.0,8,102886.28
EMP0890,48,Male,Master's,Engineering,Senior,Austin,14,3,3.9,16,100.0,6.0,34,192278.32
EMP0891,59,Male,Bachelor's,Operations,Mid-Level,Chicago,13,1,2.6,7,104.0,7.0,6,87142.31
EMP0892,46,Female,Master's,Data Science,Junior,Remote,22,0,,15,108.0,6.0,45,105886.77
EMP0893,47,Non-binary,Master's,Data Science,Senior,Remote,6,7,2.7,2,60.0,2.0,45,130375.67
EMP0894,35,Male,Master's,Marketing,Mid-Level,Chicago,4,0,2.8,2,114.0,6.0,30,80663.48
EMP0895,35,Male,Bachelor's,Operations,Mid-Level,Austin,10,2,3.0,10,42.0,6.0,44,86943.32
EMP0896,35,Male,Master's,Engineering,Junior,Remote,10,1,3.4,5,43.0,0.0,34,92631.97
EMP0897,46,Male,Bachelor's,Sales,Junior,Boston,11,0,2.7,4,98.0,3.0,21,72703.81
EMP0898,57,Female,Bachelor's,Data Science,Mid-Level,New York,12,3,3.3,15,65.0,0.0,12,145826.58
EMP0899,25,Male,Bachelor's,Engineering,Junior,San Francisco,7,0,3.3,13,54.0,3.0,49,100757.8
EMP0900,36,Female,High School,Engineering,Manager,Chicago,13,7,3.6,17,85.0,3.0,6,151441.97
EMP0901,53,Male,Bachelor's,Engineering,Junior,San Francisco,14,1,3.1,1,78.0,3.0,39,123389.1
EMP0902,39,Female,Master's,Engineering,Senior,San Francisco,14,3,3.8,18,100.0,0.0,6,235416.04
EMP0903,35,Female,High School,Engineering,Junior,New York,0,1,3.5,15,38.0,5.0,4,64387.42
EMP0904,22,Female,Bachelor's,HR,Mid-Level,Seattle,4,3,3.4,14,99.0,2.0,9,73012.57
EMP0905,41,Female,Bachelor's,Marketing,Manager,San Francisco,3,4,2.8,9,4.0,5.0,5,126412.91
EMP0906,31,Female,High School,Data Science,Junior,New York,13,0,3.4,12,56.0,1.0,10,98806.46
EMP0907,31,Female,PhD,Data Science,Director,San Francisco,0,0,3.4,5,111.0,1.0,47,260605.59
EMP0908,45,Female,Bachelor's,Sales,Mid-Level,Boston,15,0,2.8,2,14.0,6.0,8,105887.38
EMP0909,55,Female,Bachelor's,Sales,Lead,Remote,3,4,4.0,7,90.0,5.0,23,92925.91
EMP0910,49,Non-binary,Bachelor's,Marketing,Senior,Austin,2,3,5.0,9,15.0,2.0,4,87406.63
EMP0911,48,Female,Bachelor's,HR,Manager,Chicago,9,1,2.7,18,56.0,6.0,37,111685.11
EMP0912,61,Female,High School,Sales,Senior,Remote,6,3,2.9,4,99.0,2.0,7,75863.01
EMP0913,22,Female,Master's,HR,Senior,San Francisco,4,0,2.9,2,101.0,3.0,6,114042.83
EMP0914,54,Male,PhD,Marketing,Junior,San Francisco,14,0,2.3,1,81.0,3.0,45,107515.34
EMP0915,25,Male,Bachelor's,Finance,Junior,San Francisco,5,3,2.6,12,98.0,1.0,42,75883.33
EMP0916,28,Male,Master's,Marketing,Manager,New York,10,0,3.8,13,24.0,,15,193726.81
EMP0917,30,Male,Master's,Sales,Mid-Level,Chicago,5,1,3.1,14,21.0,6.0,35,85566.34
EMP0918,37,Female,Master's,Product,Mid-Level,Remote,5,3,4.5,5,119.0,3.0,32,100602.33
EMP0919,26,Male,Bachelor's,Operations,Lead,Seattle,8,4,3.0,3,30.0,2.0,14,122682.83
EMP0920,55,Female,Bachelor's,Engineering,Mid-Level,Chicago,15,1,3.5,4,100.0,0.0,35,112552.56
EMP0921,44,Female,Bachelor's,Data Science,Director,Remote,5,2,2.6,17,33.0,7.0,11,165076.97
EMP0922,46,Male,Master's,Finance,Lead,New York,6,2,3.1,19,86.0,5.0,10,168909.63
EMP0923,34,Female,Master's,Data Science,Senior,San Francisco,9,0,3.3,11,15.0,4.0,17,189528.84
EMP0924,45,Female,Bachelor's,Data Science,Manager,Austin,3,4,1.7,8,69.0,4.0,13,122742.81
EMP0925,32,Male,Bachelor's,Marketing,Junior,Seattle,14,0,2.6,12,58.0,3.0,34,73877.35
EMP0926,38,Female,PhD,Engineering,Mid-Level,New York,3,0,,18,14.0,3.0,45,154252.4
EMP0927,58,Female,Master's,Sales,Senior,Chicago,4,1,,18,81.0,5.0,5,97153.3
EMP0928,34,Male,PhD,Finance,Mid-Level,Seattle,16,6,2.3,9,101.0,4.0,48,157290.96
EMP0929,48,Male,Master's,HR,Lead,Seattle,9,0,2.9,5,12.0,2.0,10,142333.81
EMP0930,41,Non-binary,Bachelor's,Sales,Manager,Seattle,17,0,1.5,17,23.0,7.0,32,149329.8
EMP0931,54,Male,Bachelor's,Engineering,Mid-Level,San Francisco,6,0,3.2,13,12.0,4.0,12,114572.5
EMP0932,53,Male,Master's,Data Science,Mid-Level,New York,20,1,4.1,6,64.0,4.0,13,195643.16
EMP0933,29,Male,High School,Product,Director,Chicago,11,2,4.1,14,111.0,6.0,21,175505.68
EMP0934,50,Female,Bachelor's,Finance,Mid-Level,New York,4,0,4.1,15,35.0,4.0,48,103457.83
EMP0935,61,Female,Master's,Engineering,Senior,Remote,4,4,,14,48.0,3.0,33,119909.1
EMP0936,40,Female,Bachelor's,Sales,Mid-Level,Chicago,0,1,4.0,4,81.0,6.0,41,69730.56
EMP0937,27,Male,Master's,Engineering,Manager,San Francisco,1,2,3.1,18,47.0,3.0,48,189494.32
EMP0938,60,Female,Bachelor's,Data Science,Senior,Boston,4,2,2.8,1,96.0,5.0,47,113767.77
EMP0939,42,Male,PhD,Engineering,Lead,Austin,3,1,4.0,12,101.0,,32,161789.06
EMP0940,43,Male,High School,HR,Lead,San Francisco,0,1,3.4,9,42.0,7.0,12,79868.79
EMP0941,31,Male,Bachelor's,Sales,Mid-Level,Boston,12,2,1.9,10,5.0,3.0,46,91515.72
EMP0942,31,Male,Master's,Finance,Mid-Level,Remote,11,0,4.1,18,80.0,5.0,35,119594.95
EMP0943,50,Female,Bachelor's,Operations,Manager,Seattle,9,3,3.0,17,67.0,4.0,36,145379.48
EMP0944,37,Female,Master's,Data Science,Mid-Level,New York,2,1,2.7,19,13.0,7.0,38,124446.82
EMP0945,22,Male,Master's,Engineering,Lead,Austin,4,0,3.9,4,29.0,2.0,48,142005.69
EMP0946,38,Female,Bachelor's,Engineering,Director,Boston,7,0,3.8,16,109.0,3.0,28,213186.77
EMP0947,51,Female,Bachelor's,Engineering,Senior,New York,3,0,2.5,7,83.0,7.0,13,117551.02
EMP0948,47,Female,Bachelor's,Data Science,Lead,San Francisco,9,6,3.1,9,7.0,7.0,12,188055.28
EMP0949,40,Male,Bachelor's,Data Science,Lead,Remote,8,0,2.6,8,53.0,7.0,22,126116.16
EMP0950,42,Female,PhD,HR,Manager,New York,0,1,2.6,7,65.0,0.0,44,117710.36
EMP0951,38,Male,Master's,HR,Mid-Level,Boston,7,2,1.1,10,100.0,7.0,2,82322.27
EMP0952,61,Female,Master's,Operations,Junior,Chicago,8,6,2.5,8,3.0,5.0,29,65656.72
EMP0953,42,Male,Master's,Engineering,Mid-Level,Chicago,6,1,3.1,17,73.0,3.0,13,103414.15
EMP0954,61,Female,Bachelor's,Data Science,Senior,New York,1,2,1.2,12,83.0,2.0,35,111285.98
EMP0955,40,Male,PhD,Marketing,Senior,Boston,1,0,2.2,14,59.0,2.0,13,98447.44
EMP0956,28,Male,Master's,Marketing,Lead,San Francisco,10,2,3.6,12,119.0,3.0,34,172614.75
EMP0957,38,Female,Master's,Finance,Mid-Level,Austin,11,0,2.2,2,52.0,7.0,19,109759.37
EMP0958,22,Female,Master's,Engineering,Senior,Seattle,4,1,3.1,12,98.0,1.0,9,145997.96
EMP0959,58,Female,Bachelor's,Engineering,Junior,Seattle,9,2,2.0,14,111.0,5.0,31,97747.4
EMP0960,27,Female,Master's,Operations,Lead,Remote,5,2,3.5,7,73.0,4.0,33,106794.82
EMP0961,47,Male,Bachelor's,Engineering,Senior,Austin,3,1,3.0,13,91.0,4.0,27,112996.48
EMP0962,23,Male,Bachelor's,HR,Mid-Level,Chicago,5,0,2.6,4,14.0,2.0,45,58096.78
EMP0963,53,Male,Bachelor's,Engineering,Mid-Level,Remote,2,3,1.3,1,99.0,7.0,2,69012.45
EMP0964,26,Male,PhD,Marketing,Lead,Seattle,8,2,2.6,17,0.0,3.0,15,159624.56
EMP0965,58,Female,Master's,Sales,Senior,San Francisco,0,0,3.7,3,21.0,1.0,19,115795.89
EMP0966,52,Female,Master's,Sales,Mid-Level,New York,9,8,4.3,17,90.0,5.0,31,136290.81
EMP0967,33,Female,Master's,Operations,Director,Remote,8,9,3.0,8,92.0,0.0,16,153635.86
EMP0968,56,Female,Bachelor's,Sales,Lead,Chicago,8,5,,3,14.0,4.0,43,102255.88
EMP0969,51,Female,PhD,Finance,Director,Seattle,15,5,2.7,10,73.0,6.0,15,291130.14
EMP0970,27,Male,Bachelor's,Finance,Mid-Level,Chicago,0,0,4.1,2,83.0,,6,74479.32
EMP0971,36,Male,Bachelor's,Operations,Senior,San Francisco,10,11,3.0,4,21.0,7.0,14,129101.15
EMP0972,36,Female,Bachelor's,Product,Manager,Seattle,6,1,3.8,14,49.0,5.0,27,165727.82
EMP0973,37,Male,Master's,Operations,Senior,New York,10,0,3.4,11,47.0,1.0,38,142271.1
EMP0974,41,Male,Master's,Engineering,Lead,Chicago,8,5,3.3,14,116.0,5.0,19,165819.34
EMP0975,34,Male,Bachelor's,Engineering,Mid-Level,Austin,7,0,2.5,13,72.0,4.0,37,100001.11
EMP0976,52,Female,High School,Sales,Mid-Level,Chicago,1,2,4.4,4,119.0,3.0,43,62764.08
EMP0977,55,Male,Master's,HR,Junior,Boston,4,0,4.2,2,50.0,7.0,4,74355.17
EMP0978,50,Female,High School,Engineering,Mid-Level,Remote,23,1,4.8,2,95.0,4.0,26,113235.35
EMP0979,24,Female,Master's,Finance,Junior,Boston,6,2,2.4,11,16.0,0.0,9,87951.07
EMP0980,30,Male,PhD,HR,Junior,New York,12,1,3.4,5,105.0,3.0,41,111820.91
EMP0981,32,Female,Bachelor's,Sales,Director,San Francisco,6,0,2.6,9,82.0,2.0,49,165332.09
EMP0982,32,Female,Bachelor's,Data Science,Mid-Level,Austin,3,1,3.5,17,103.0,1.0,40,87326.44
EMP0983,46,Female,Master's,Engineering,Senior,Remote,11,1,3.4,12,90.0,7.0,15,149301.8
EMP0984,43,Female,Master's,Engineering,Manager,Remote,0,0,2.9,18,50.0,4.0,41,120943.8
EMP0985,30,Male,Bachelor's,Operations,Senior,Remote,4,5,3.0,3,36.0,3.0,37,76516.47
EMP0986,41,Female,PhD,Finance,Junior,San Francisco,6,1,4.7,5,97.0,,4,141912.2
EMP0987,42,Male,High School,Operations,Lead,Chicago,12,5,3.1,14,110.0,3.0,26,101592.56
EMP0988,31,Female,Bachelor's,Marketing,Senior,Chicago,10,0,1.7,16,48.0,4.0,18,86733.14
EMP0989,43,Female,Master's,Engineering,Lead,New York,5,1,2.8,19,58.0,2.0,41,181129.14
EMP0990,50,Female,Master's,Data Science,Lead,New York,9,0,2.4,9,9.0,4.0,35,200364.27
EMP0991,30,Male,Bachelor's,Data Science,Director,Remote,6,1,2.6,17,29.0,2.0,41,146840.93
EMP0992,26,Male,Master's,Operations,Senior,San Francisco,8,0,3.7,7,84.0,5.0,41,151221.31
EMP0993,61,Male,Bachelor's,Sales,Mid-Level,San Francisco,9,1,3.8,10,20.0,4.0,29,109432.34
EMP0994,32,Male,Bachelor's,HR,Senior,New York,14,1,2.6,4,117.0,3.0,24,121510.44
EMP0995,22,Male,Bachelor's,Sales,Junior,Remote,4,0,,10,33.0,0.0,4,49877.34
EMP0996,22,Male,Master's,Engineering,Manager,Austin,4,3,2.7,3,72.0,0.0,21,161994.87
EMP0997,60,Male,Bachelor's,Data Science,Junior,Seattle,8,9,4.3,9,97.0,5.0,39,101136.09
EMP0998,26,Non-binary,Bachelor's,Engineering,Mid-Level,Remote,4,0,3.8,13,49.0,6.0,7,92443.08
EMP0999,43,Male,Bachelor's,Product,Lead,San Francisco,21,3,3.7,1,,6.0,23,243595.97
EMP1000,47,Female,Master's,Marketing,Senior,Seattle,14,4,2.5,15,46.0,3.0,40,146950.23
EMP1001,27,Female,Master's,Engineering,Mid-Level,New York,9,2,2.0,15,84.0,0.0,21,144878.83
EMP1002,53,Female,Master's,Finance,Senior,San Francisco,11,6,,11,83.0,5.0,1,210148.75
EMP1003,32,Female,Bachelor's,Data Science,Manager,Remote,2,3,4.5,10,5.0,2.0,41,128191.75
EMP1004,31,Male,Master's,Operations,Mid-Level,Boston,2,1,2.0,7,49.0,3.0,25,73884.39
EMP1005,60,Female,Bachelor's,Data Science,Manager,San Francisco,13,3,4.8,1,108.0,6.0,31,277362.76
EMP1006,55,Male,Master's,Operations,Junior,Chicago,8,3,3.1,7,99.0,7.0,44,74046.35
EMP1007,52,Male,PhD,Operations,Lead,Austin,7,1,3.3,5,62.0,2.0,38,144057.59
EMP1008,33,Female,High School,Data Science,Manager,New York,6,1,2.3,16,11.0,3.0,45,147891.24
EMP1009,37,Male,Master's,Engineering,Junior,San Francisco,8,8,2.0,8,40.0,2.0,5,102671.95
EMP1010,59,Female,High School,Finance,Mid-Level,San Francisco,6,4,1.6,2,30.0,2.0,31,84894.73
EMP1011,24,Male,Bachelor's,Engineering,Junior,San Francisco,0,0,3.9,8,1.0,0.0,1,72320.11
EMP1012,23,Male,Bachelor's,Product,Lead,Boston,5,0,3.1,14,15.0,7.0,30,133473.0
EMP1013,26,Male,Bachelor's,Product,Senior,San Francisco,7,7,3.5,4,0.0,3.0,18,139385.5
EMP1014,32,Male,Bachelor's,Engineering,Senior,San Francisco,14,0,4.0,15,3.0,4.0,8,187596.38
EMP1015,46,Male,Master's,Operations,Junior,Austin,0,1,3.1,7,46.0,0.0,26,51666.71
EMP1016,56,Male,Bachelor's,Product,Mid-Level,Remote,0,0,4.4,8,115.0,2.0,40,74359.84
EMP1017,56,Male,Master's,Engineering,Junior,San Francisco,6,0,2.6,11,64.0,2.0,15,99131.04
